Kanji	Reading	Meaning	Level	Year	Strokes	Examples	Etymology	Mnemonic	Images
彩	SAI, irodo	color	L1	1375	11	色彩 [SHIKISAI] - color(ing); 淡彩 [TANSAI] - light coloring; 彩雲 [SAIUN] - glowing clouds	Seal ; late graph (later version of Shuowen ); traditional 彩 . Has 彡 115, a determinative believed originally to have had a meaning such as ‘decorative feathers’ or ‘colored feathers’, and 采 / 采 1371 (hand gathering from tree) as phonetic with associated sense as i] ‘decoration, embellishment’, thus ‘beautiful colors/pattern’ (Ogawa, Shirakawa), or ii] ‘mixed’, giving ‘decorate using various colors’ (Katō). OT1968:345; SS1984:350,337; KJ1970:419-20. We suggest taking 彡 as a three-bristled brush.	THREE BRISTLES PAINT COLOR PICTURE OF HAND TAKING FROM TREE	images/Chapter7_img_507.jpg
斎	SAI	purify, abstain, worship, a study	L1	1376	11	斎戒 [SAIKAI] - purification; 書斎 [SHOSAI] - a study/den; 潔斎 [KESSAI] - abstinence, purify		WRITE TEXT ON PURIFICATION USING FRAMED ALTAR IN A STUDY	
債	SAI	debt, loan	L1	1377	13	債務 [SAIMU] - liabilities; 債券 [SAIKEN] - debenture; 債権者 [SAIKENSHA] - creditor	Seal ; a late graph ( Shuowen ). Has 責 751 ‘liability’ (originally, ‘money requested [from debtor]’; ‘liability’), and 亻 41 ‘person’ added, giving ‘one who owes money’, and by extension ‘debt’. OT1968:78; GY2008:1072.	DEBT THROUGH LOAN IS A PERSON’S LIABILITY	images/Chapter7_img_510.jpg
催	SAI, moyoo	organize, muster	L1	1378	13	主催 [SHUSAI] - sponsorship; 催促 [SAISOKU] - urging; 催眠 [SAIMIN] - hypnosis	Seal : late graph ( Shuowen ). Has 亻 41 ‘person’, and 崔 (CO meaning ‘high mountain’) as phonetic with associated sense ‘urge, encourage’, giving ‘urge/encourage someone’. OT1968:78; DJ2009:v2:660. Take 崔 as 山 26 ‘mountain’ and 隹 324 ‘bird’.	PERSON ORGANISES AND MUSTERS BIRDS ON MOUNTAIN	images/Chapter7_img_511.jpg
塞	SAI, SOKU, fusa	obstruct, block, stop up, plug, fort	L1	1379	13	塞栓 [SOKUSEN] - embolism; 穴塞ぎ [anafusagi] - stop-gap; 要塞 [YŌSAI] - fortress		BIG COVERED WELL IS BLOCKED BY SOIL	
歳	SAI, SEI	year	L2	1380	13	二歳 [NISAI] - two years old; 歳費 [SAIHI] - annual expenses; 歳暮 [SEIBO] - year-end gift		EVERY YEAR HALBERDS ARE PLACED AT FOOT OF ALTAR	
載	SAI, no	load, carry, publish, print	L1	1381	13	積載 [SEKISAI] - loading; 掲載 [KEISAI] - publication; 記載 [KISAI] - mention		VEHICLE CARRIES LOAD OF FANCY HALBERDS – PUT IT IN PRINT	
埼	(sai), saki	promontory, cape	L1	1382	11	埼玉 [Saitama] - Saitama; 埼玉県 [SaitamaKEN] - Saitama Prefecture		THE GROUND ON THAT PROMONTORY IS STRANGE	
剤	ZAI	medicine, drug	L1	1383	10	薬剤 [YAKUZAI] - medicine; 薬剤師 [YAKUZAISHI] - pharmacist; 緩下剤 [KANGEZAI] - laxative	Seal ; a late graph ( Shuowen ); traditional 劑 . The seal form has 刂 198 ‘knife, cut’, and the equivalent of 斉 1578 ‘equal, similar’ (traditional form: 齊 ) as semantic and phonetic, giving ‘cut and make even’. Tōdō takes this to refer to the ancient practice of cutting tallies of equal shape to mark an agreement, as well as to preparing equal individual doses of traditional medicines. Over time, the medicine-related sense became predominant. KJ1970:423; TA1965:770-73; OT1968:119.	MEDICINAL DRUG NEEDS TO BE CUT UP IN EQUAL MEASURES	images/Chapter7_img_519.jpg
崎	saki, misaki, KI	cape, steep	L1	1384	11	崎く [KIKU] - steep road; 島崎 [Shimazaki] - a surname		THAT ODD MOUNTAIN ON THE CAPE LOOKS STEEP	
削	SAKU, kezu	reduce, pare, sheath	L1	1385	19	削除 [SAKUJO] - deletion; 削減 [SAKUGEN] - reduction; 削り取る [kezuritoru] - shave off	Seal ; late graph ( Shuowen ); traditional 削 . Has 刂 198 ‘knife, sword, cut’, and 肖 (= modern 肖 1490 ‘resemble’), taken in one view as phonetic with associated sense ‘make small’, giving ‘shave/plane, whittle down’ (Ogawa, Tōdō), or in similar vein, ‘cut off meat’ (Shirakawa, taking 肖 as ‘small piece of meat’ [treating as 小 38 ‘small, little’ over 肉 209 ‘meat, flesh’ in its variant form 月 ]). In this view, the other meaning ‘sheath, scabbard’ is seen as a borrowed usage of 削 . An alternative analysis of this graph takes as 刂 ‘knife, sword’, and 肖 as phonetic with associated sense ‘contain’, thus ‘container for knife/sword’, i.e. ‘sheath, scabbard’ (Katō); in this analysis, conversely, ‘shave/plane, pare’ is seen as the borrowed usage. OT1968:117,816; TA1965:255-7; SS1984:344; KJ1970:607. Suggest taking 肖 as small bit 小 of meat 肉 / 月 .	USE KNIFE TO PARE MEAT INTO REDUCED SMALL BITS	images/410a.jpg
柵	SAKU, shigarami/	fence, stockade, entangle, weir	L1	1386	9	鉄柵 [TESSAKU] - iron railing; 柵垣 [SAKUgaki] - fence; 柵 [shigarami] - weir		MAKE A FENCE WITH BUNDLES OF BOUND WOODEN BOOKS	
索	SAKU	rope, search	L1	1387	10	索引 [SAKUIN] - index; 思索 [SHISAKU] - speculation; 鉄索 [TESSAKU] - cable		SEARCH FOR ROPE AND FIND THREAD UNDER CHURCH ROOF	
酢	SAKU, su, su	vinegar, sour	L1	1388	12	酢酸 [SAKUSAN] - acetic acid; 酢の物 [su no mono] - pickles; 酢漬け [suzuke] - pickling		VINEGAR IS MADE FROM SOUR WINE	
搾	SAKU, shibo	wring, press	L1	1389	13	搾取 [SAKUSHU] - exploitation; 圧搾 [ASSAKU] - pressure; 搾り取る [shiboritoru] - extract		MAKE A HOLE BY PRESSING WITH HAND	
錯	SAKU	mix up, confuse	L1	1390	16	錯誤 [SAKUGO] - mistake; 錯覚 [SAKKAKU] - illusion; 倒錯 [TŌSAKU] - perversion	Seal ; late graph ( Shuowen ). Has 金 16 ‘metal’, and 昔 346 ‘formerly, days of old’ as phonetic with associated sense ‘put on top, pile up’, thus ‘plate, coat with metal’. TA1965:364-7; OT1968:1045; KJ1985:633.	IN OLDEN TIMES METALS WERE OFTEN MIXED UP	images/Chapter7_img_524.jpg
咲	sa	bloom, blossom	L2	1391	9	四季咲き [SHIKIzaki] - perennial; 遅咲き [osozaki] - late blooming; 咲き残る [sakinokoru] - stay in bloom		HEAVENLY FLOWERS OPEN MOUTHS TO BLOSSOM FORTH	
刹	SATSU, SETSU	temple	L1	1392	8	名刹 [MEISATSU] - famed temple; 刹那 [SETSUNA] - moment, instant; 刹那的 [SETSUNATEKI] - fleeting		THERE ARE CROSSED WOODEN SWORDS IN THAT TEMPLE	
拶	SATSU	imminent	L1	1393	9	挨拶 [AISATSU] - greeting; 不挨拶 [BUAISATSU] - discourtesy; 挨拶状 [AISATSUJŌ] - written notice		WAVES HAND IN THE EVENING AS GREETING	
撮	SATSU, to	pluck, pinch, take	L1	1394	15	撮影 [SATSUEI] - photography; 撮り直す [torinaosu] - retake; 撮み食い [tsumamigui] - corrupt, ‘graft’	Seal ; a late graph ( Shuowen ). Originally written 最 510 (‘most’ q.v.), made up of 冃 (‘cover, headgear’), taken here as abbreviation for 冒 1974 ‘defy, attack’ (traditional form: 冒 ) over 取 317 ‘take’, giving ‘seize in the hand, take without permission’. Later, the determinative 扌 34 ‘hand’ was added, resulting in 撮 . The kun reading tsuma mu ‘pinch’ retains some of the original meaning of this graph, while the sense ‘take (photos)’ represents a Japanese-only usage. KJ1970:501-2; OT1968:428.	PINCHED HAND TAKES THE MOST	images/413a.jpg
擦	SATSU, su	rub, chafe, brush	L1	1395	17	擦過傷 [SAKKASHŌ] - abrasion; 擦れ違う [surechigau] - brush past; 擦り込む [surikomu] - rub in		REALISE ONE’S HAND IS CHAFED	
桟	SAN	spar, beam, frame	L1	1396	10	桟橋 [SANbashi] - jetty; 桟敷 [SAjiki*] - stand, balcony; 桟道 [SANDŌ] - walkway of planks	Seal ; a late graph ( Shuowen ); traditional 棧 . Has 木 73 ‘wood, tree’, and 戔 (‘harm, injure’ [original OBI graph has two opposing halberds]: see 520/545) as phonetic with associated sense taken either as i] ‘small, thin items joined up’, giving ‘plank walkway’ (Shirakawa), or ii] ‘long and slender’, giving ‘hanging bridge’ (Ogawa). Meanings given by Schuessler for this graph are somewhat different (‘shed made of intertwined branches’ and ‘carriage box made of lath or bamboo’), but still there appears to be some consistency in the general shape of the materials involved. SS1984:351; OT1968:504; AS2007:605; MS1995:v1:536-9.	FRAME MADE USING TWO WOODEN HALBERDS AS SPARS	images/Chapter7_img_525.jpg
惨	SAN, ZAN, mugo	cruel, miserable	L1	1397	11	惨劇 [SANGEKI] - tragedy; 惨殺 [ZANSATSU] - massacre; 悲惨 [HISAN] - misery	Seal ; late graph ( Shuowen ); traditional 慘 . Has 忄 164 ‘heart, feelings’, and 參 517 (originally, ‘woman adorned with hairpins’; now ‘go, attend’) as phonetic with associated sense taken either as i] ‘needle, hairpin’ (Katō), or ii] ‘pierce, penetrate’ (Ogawa), either way giving overall meaning ‘feel as if stabbed in the heart with a needle’. ‘Cruel’ and ‘miserable’ are extended meanings. KJ1970:441; OT1968:375; MS1995:v1:626-7.	CRUELTY ATTENDED BY FEELINGS OF MISERY	images/Chapter7_img_526.jpg
傘	SAN, kasa	umbrella, parasol	L1	1398	12	傘下 [SANKA-] - affiliated; 雨傘 [amagasa] - umbrella; 日傘 [higasa] - parasol		UMBRELLA COVERS FOURTEEN PERSONS!	
斬	ZAN, ki	kill by sword/blade, behead	L1	1399	11	斬り合い [kiriai] - crossing swords; 斬首 [ZANSHU] - decapitation; 辻斬り [tsujigiri] - beheading stranger	Seal ; a late graph ( Shuowen ). Analyses diverge. One view takes as 車 33 ‘vehicle’ and 斤 1233 ‘ax; cut, chop’, to give ‘cut timber and make a cart/carriage’ (Gu, Shirakawa). Alternatively, analyzed as 斤 ‘ax; cut’ with 車 as phonetic with associated sense ‘cut off (with halberd)’, giving ‘cut off with ax’ (Katō). GY2008:603-4; KJ1970:632.	CHOPPING UP VEHICLE LEADS TO BEHEADING	images/Chapter7_img_527.jpg
暫	ZAN, shibara	a while, briefly	L1	1400	15	暫定的 [ZANTEITEKI] - tentative; 暫時 [ZANJI] - short time; 暫くして [shibarakushite] - after a while	Seal ; a late graph ( Shuowen ). Has 日 66 ‘day’, and 斬 1399 (‘behead, kill’) as phonetic with associated sense ‘a little’, giving ‘a short time; for the moment’. TA1965:853; KJ1970:443; OT1968:474; WD1974:367-8.	THIS DAY, IN A WHILE, I AM TO BE BEHEADED – HOW BRIEF IS LIFE	images/Chapter7_img_528.jpg
旨	SHI, mune, uma	good, tasty, gist	L1	1401	6	旨く [umaku] - smartly, cleverly; 旨み [umami] - flavor; 本旨 [HONSHI] - main purpose		THE GIST IS THAT THIS PERSON THINKS IT’S GOOD TO SIT IN SUN	
伺	SHI, ukaga	visit, seek, ask, hear, inquire	L2	1402	7	伺い事 [ukagaigoto] - inquiry; 伺候 [SHIKŌ] - courtesy call; 伺い書 [ukagaiSHO] - letter of inquiry	Seal ; a late graph (later version of Shuowen ). Has 亻 41 ‘person’, and 司 524 (‘administer, take charge’) as phonetic with associated sense taken as ‘look carefully, spy on’, giving ‘one who spies’ (Katō, Tōdō). Most meanings of this graph as used in modern Japanese appear to derive from its original sense ‘watch, investigate’. Alternatively, 司 has been taken as semantic as well as phonetic in function, giving ‘one who is in charge’ (Ogawa); this analysis finds some support in Schuessler, who notes 司 as having a meaning ‘supervisor’ in bronze texts. KJ1970:457-8; TA1965:119; OT1968:54; AS2007:477.	ADMINISTRATIVE PERSON INQUIRES ABOUT VISITING, WE HEAR	images/Chapter7_img_531.jpg
刺	SHI, sa	pierce, stab, thorn	L2	1403	8	名刺 [MEISHI] - name card; 刺身 [sashimi] - sashimi (raw fish); 刺抜き [togenuki] - tweezers	Seal ; a late graph ( Shuowen ). Has 刂 198 ‘knife, sword; cut’, and NJK 朿 883 ‘thorn’, and by extension ‘sharp, pointed weapon’ as semantic and phonetic, giving ‘stab and wound’. QX2000:182; KJ1970:478; OT1968:116; AS2007:199. As with 883, we suggest taking 朿 as ‘tree with droopy branches’.	GET PIERCED BY THORN WHEN CUTTING DROOPY TREE BRANCHES	images/Chapter7_img_532.jpg
祉	SHI	well-being, happiness	L1	1404	8	祉福 [SHIFUKU] - well-being; 福祉 [FUKUSHI] - welfare		STAYING AT THE ALTAR BRINGS HAPPINESS AND WELL-BEING	
肢	SHI	limb, part	L1	1405	8	肢体 [SHITAI] - the limbs; 下肢 [KASHI] - lower limbs; 選択肢 [SENTAKUSHI] - option	Seal ; a late graph ( Shuowen ). The main heading in Shuowen has 胑 , with 肢 listed just as an alternative form. 肢 has 月 / 肉 209 ‘meat, flesh; body’ and 支 717 ‘branch’ as semantic and phonetic, giving ‘the limbs’. OT1968:817; AS2007:614; SS1984:367.	LIMBS ARE BRANCHES OF THE BODY	images/Chapter7_img_535.jpg
施	SHI, SE, hodoko	perform, charity	L1	1406	9	施設 [SHISETSU] - facilities; 実施 [JISSHI] - implementation; 施薬所 [SEYAKUSHO] - charity	Seal . Has CO 353 ‘flagpole, flag on pole’, and 也 184 (originally, pictograph of a long, crawling insect, a snake) as phonetic with associated sense ‘winding, fluttering’, giving ‘flag flutters’; ‘bestow’ and ‘carry out, perform’ are loan usages. Mizukami lists a proposed bronze equivalent also. MS1995:v2:600-601,24-5; KJ1970:465; OT1968:455. Suggest taking as ‘side’ 方 223 and  as ‘person’ 41.	PERSON SHOWS CHARITY TO TWISTING CREATURE AT THEIR SIDE	images/Chapter7_img_536.jpg; images/Chapter7_img_537.jpg; images/Chapter7_img_537.jpg
恣	SHI, hoshiimama	selfish, arbitrary, Indulgent	L1	1407	10	恣意 [SHII] - arbitrariness, self-will; 恣意的 [SHIITEKI] - selfish, arbitrary; 放恣 [HŌSHI] - self-indulgence	Seal ; a late graph ( Shuowen ). Has 心 ‘heart, mind, feelings’ 164, and 次 308 (‘next’) as phonetic with associated sense taken in several ways, including i] ‘unevenness’, giving ‘, ’unevenness of heart’ (Tōdō), and ii] ‘extravagant’, giving ‘extravagance of heart’ (Ogawa); both i] and ii], therefore, give the meaning ‘wilful, wayward’. Another view takes 次 as being an abbreviated writing for 姿 888 ‘form, appearance’ as semantic and phonetic, giving ‘weak/undisciplined spirit’ (Katō). TA1965:774; OT1968:369; KJ1970:467-8.	NEXT FEELINGS ARE SURE TO BE SELFISH AND INDULGENT	images/Chapter7_img_538.jpg
脂	SHI, abura, yani	fat, grease, resin	L2	1408	10	脂肪 [SHIBŌ] - fat; 脂気 [aburake] - greasiness; 脂目 [yanime] - ‘gummy’ eyes	Seal ; a late graph ( Shuowen ). Has 月 / 肉 209 ‘meat, flesh’, and 旨 1401 (‘tasty; gist’) as phonetic with associated sense ‘packed tightly’, giving ‘meat dense in nature’, i.e. ‘(animal) fat’. OT1968:821; TA1965:747; GY2008:1094.	FAT IS TASTY MEAT	images/Chapter7_img_539.jpg
紫	SHI, murasaki	purple	L1	1409	12	紫煙 [SHIEN] - tobacco smoke; 紫色 [murasakiiro] - purple rays; 紫外線 [SHIGAISEN] - ultraviolet		PERSON STOPS, SITS, AND TIES PURPLE THREAD ON FOOT	
嗣	SHI, tsu	heir, succeed to	L1	1410	13	嗣子 [SHISHI] - heir; 後嗣 [KŌSHI] - heir; 皇嗣 [KŌSHI] - Crown Prince		BOUND VOLUMES ARE REGULATED BY HEIR	
雌	SHI, mesu, me	female	L1	1411	14	雌雄 [SHIYŪ] - gender; 雌牛 [meushi] - cow, heifer; 雌犬 [meinu] - bitch	Seal . Has 隹 324 ‘short-tailed bird, bird’, and 此 (NJK ‘this’; see 1409 Note) as phonetic with associated sense typically taken as ‘small’, giving ‘smaller bird (compared with male)’, thus ‘female bird’. Other associated senses for 此 as phonetic in 雌 include ‘matched with (a partner)’ (listed by Mizukami). Sense generalized to ‘female (of birds, game, etc.)’. Mizukami lists proposed OBI and bronze equivalents also. KJ1970:265; SS1984:376; MS1995:v2:1408-9. Suggest taking 匕 as ‘sitting person’, 止 143 as ‘stop’.	FEMALE PERSON STOPS AND SITS, AND BIRD COMES ALONG	images/Chapter7_img_544.jpg
摯	SHI	serious, sincere, reach, take, hold	L1	1412	15	真摯に [SHINSHI ni] - sincerely; 真摯敢闘 [SHINSHIKANTŌ] - hard fight		GRASP HANDS AS A SIGN OF SINCERITY	
賜	SHI, tamawa	bestow	L1	1413	15	賜暇 [SHIKA] - furlough; 恩賜 [ONSHI] - imperial gift; 賜物 [tamamono*] - gift, boon		BESTOWAL IS EASILY CHANGED TO SHELL-MONEY	
諮	SHI, haka	consultation, seeking advice, inquiry	L1	1414	16	諮じゅん [SHIJUN] - consultation; 諮問 [SHIMON] - inquiry; 諮問機関 [SHIMONKIKAN] - advisory body	Seal ( 咨 ) ; a late graph ( Shuowen ). Has NJK 咨 (‘inquire’), the original meaning of which was ‘sigh, lament’ (Schuessler), but it was then used also to represent a separate word meaning ‘inquire, initiate discussion’. To indicate clearly in writing when the graph was being used in the latter sense, 言 118 ‘words; speak’ was added. GY2008:916; AS2007:311 SS1984:378,367. Note 1: 咨 consists of 口 ‘mouth; say’ 22, and 次 308 (‘next’) as phonetic with associated sense taken by Shirakawa as ‘open the mouth and lament’, though Shirakawa prefers to take the idiosyncratic view of treating 口 here not as ‘mouth’ but ‘prayer receptacle’, giving (in his view) ‘inquire of the deities’. Note 2: In modern Japanese usage, 諮 is used for hakaru in the sense ‘formally inquire’, as at a committee meeting. Note 3: In socio-cultural terms the Japanese use consultations and seek advice a lot more than do Westerners, not normally from lawyers (in fact, litigation is relatively rare) but from seniors, often a section head or manager at their workplace. Doing things in the prescribed way is important, and orthodoxy is greatly respected, and – perhaps on a somewhat defensive note – it also helps diffuse responsibility if things go wrong. We suggest taking 咨 as ‘next, follow’ 次 308 and 口 as ‘mouth’, or alternatively ‘opening’.	IN AN INQUIRY, ONE MOUTH IS OPENED TO SPEAK, THEN THE NEXT	images/Chapter7_img_549.jpg
侍	JI, samurai, habe	attend upon, serve	L1	1415	8	侍従 [JIJŪ] - chamberlain; 侍女 [JIJO] - lady-in-waiting; 侍僧 [JISŌ] - acolyte	Seal ; a late graph ( Shuowen ). Has 亻 41 ‘person’, plus 寺 149 (‘temple’) as phonetic with associated sense ‘serve, wait upon’ (Tōdō says ‘remain in the one place [in attendance]’), giving ‘one who serves’. The sense ‘samurai’ (one who attends upon his lord) evolved as an additional, Japanese-only usage. KJ1970:480-81; TA1965:70-71; OT1968:60; AS2007:467. As mnemonic, we suggest two approaches: the first treating the elements person 亻 and temple 寺 ; the second taking the ‘temple’ apart and treating the graph as ‘soil, ground’ 土 64 and ‘hand’ 寸 920.	PERSON IN ATTENDANCE AT TEMPLE IS A SAMURAI	images/Chapter7_img_550.jpg
